Component Pins:
Owner   Type  Dir         Value  Name
    29  s32   IN              0  axis.w.jog-counts
    29  bit   IN          FALSE  axis.w.jog-enable
    29  float IN              0  axis.w.jog-scale
    29  bit   IN          FALSE  axis.w.jog-vel-mode
    29  bit   OUT         FALSE  axis.w.kb-jog-active
    29  float OUT             0  axis.w.pos-cmd
    29  float OUT             0  axis.w.teleop-pos-cmd
    29  bit   OUT         FALSE  axis.w.teleop-tp-enable
    29  float OUT             0  axis.w.teleop-vel-cmd
    29  float OUT             0  axis.w.teleop-vel-lim
    29  bit   OUT         FALSE  axis.w.wheel-jog-active
    29  float OUT             0  axis.x.eoffset
    29  bit   IN          FALSE  axis.x.eoffset-clear
    29  s32   IN              0  axis.x.eoffset-counts
    29  bit   IN          FALSE  axis.x.eoffset-enable
    29  float OUT             0  axis.x.eoffset-request
    29  float IN              0  axis.x.eoffset-scale
    29  float IN              1  axis.x.jog-accel-fraction
    29  s32   IN              0  axis.x.jog-counts <== ilowpass-enc-x
    29  bit   IN          FALSE  axis.x.jog-enable <== pdnt.axis.x.jog-enable
    29  float IN              0  axis.x.jog-scale <== pdnt.axis.x.jog-scale-scale
    29  bit   IN          FALSE  axis.x.jog-vel-mode <== pdnt.axis.x.jog-vel-mode
    29  bit   OUT         FALSE  axis.x.kb-jog-active
    29  float OUT             0  axis.x.pos-cmd
    29  float OUT             0  axis.x.teleop-pos-cmd
    29  bit   OUT         FALSE  axis.x.teleop-tp-enable
    29  float OUT             0  axis.x.teleop-vel-cmd
    29  float OUT             0  axis.x.teleop-vel-lim
    29  bit   OUT         FALSE  axis.x.wheel-jog-active
    29  float OUT             0  axis.y.eoffset
    29  bit   IN          FALSE  axis.y.eoffset-clear
    29  s32   IN              0  axis.y.eoffset-counts
    29  bit   IN          FALSE  axis.y.eoffset-enable
    29  float OUT             0  axis.y.eoffset-request
    29  float IN              0  axis.y.eoffset-scale
    29  float IN              1  axis.y.jog-accel-fraction
    29  s32   IN              0  axis.y.jog-counts <== ilowpass-enc-y
    29  bit   IN          FALSE  axis.y.jog-enable <== pdnt.axis.y.jog-enable
    29  float IN              0  axis.y.jog-scale <== pdnt.axis.y.jog-scale-scale
    29  bit   IN          FALSE  axis.y.jog-vel-mode <== pdnt.axis.y.jog-vel-mode
    29  bit   OUT         FALSE  axis.y.kb-jog-active
    29  float OUT             0  axis.y.pos-cmd
    29  float OUT             0  axis.y.teleop-pos-cmd
    29  bit   OUT         FALSE  axis.y.teleop-tp-enable
    29  float OUT             0  axis.y.teleop-vel-cmd
    29  float OUT             0  axis.y.teleop-vel-lim
    29  bit   OUT         FALSE  axis.y.wheel-jog-active
    29  float OUT             0  axis.z.eoffset
    29  bit   IN          FALSE  axis.z.eoffset-clear
    29  s32   IN              0  axis.z.eoffset-counts
    29  bit   IN          FALSE  axis.z.eoffset-enable
    29  float OUT             0  axis.z.eoffset-request
    29  float IN              0  axis.z.eoffset-scale
    29  float IN              1  axis.z.jog-accel-fraction
    29  s32   IN              0  axis.z.jog-counts <== ilowpass-enc-z
    29  bit   IN          FALSE  axis.z.jog-enable <== pdnt.axis.z.jog-enable
    29  float IN              0  axis.z.jog-scale <== pdnt.axis.z.jog-scale-scale
    29  bit   IN          FALSE  axis.z.jog-vel-mode <== pdnt.axis.z.jog-vel-mode
    29  bit   OUT         FALSE  axis.z.kb-jog-active
    29  float OUT             0  axis.z.pos-cmd
    29  float OUT             0  axis.z.teleop-pos-cmd
    29  bit   OUT         FALSE  axis.z.teleop-tp-enable
    29  float OUT             0  axis.z.teleop-vel-cmd
    29  float OUT             0  axis.z.teleop-vel-lim
    29  bit   OUT         FALSE  axis.z.wheel-jog-active
    49  bit   OUT         FALSE  comp.temp.equal
    49  float IN             50  comp.temp.in0
    49  float IN              0  comp.temp.in1
    49  bit   OUT         FALSE  comp.temp.out
    49  s32   OUT           188  comp.temp.time
    94  float IN              0  conv-float-s32.feed.in
    94  s32   OUT             0  conv-float-s32.feed.out
    94  bit   OUT         FALSE  conv-float-s32.feed.out-of-range
    94  s32   OUT           168  conv-float-s32.feed.time
    94  float IN              0  conv-float-s32.spindle.in
    94  s32   OUT             0  conv-float-s32.spindle.out
    94  bit   OUT         FALSE  conv-float-s32.spindle.out-of-range
    94  s32   OUT           132  conv-float-s32.spindle.time
    97  s32   IN              0  conv-s32-float.atc-pocket.in
    97  float OUT             0  conv-s32-float.atc-pocket.out ==> carousel_current-position-conv
    97  s32   OUT           100  conv-s32-float.atc-pocket.time
    88  bit   IN          FALSE  conv_bit_float.atcstatusled-fast.in
    88  float OUT             0  conv_bit_float.atcstatusled-fast.out
    88  s32   OUT            52  conv_bit_float.atcstatusled-fast.time
    88  bit   IN          FALSE  conv_bit_float.atcstatusled-slow.in
    88  float OUT             0  conv_bit_float.atcstatusled-slow.out
    88  s32   OUT            40  conv_bit_float.atcstatusled-slow.time
    88  bit   IN          FALSE  conv_bit_float.estopsignal.in
    88  float OUT             0  conv_bit_float.estopsignal.out
    88  s32   OUT           180  conv_bit_float.estopsignal.time
    88  bit   IN          FALSE  conv_bit_float.ledgreen.in
    88  float OUT             0  conv_bit_float.ledgreen.out
    88  s32   OUT            48  conv_bit_float.ledgreen.time
    88  bit   IN          FALSE  conv_bit_float.runon.in
    88  float OUT             0  conv_bit_float.runon.out
    88  s32   OUT            40  conv_bit_float.runon.time
    88  bit   IN          FALSE  conv_bit_float.spindleinhibit.in
    88  float OUT             0  conv_bit_float.spindleinhibit.out
    88  s32   OUT           100  conv_bit_float.spindleinhibit.time
    88  bit   IN          FALSE  conv_bit_float.spindleinhibitnot.in
    88  float OUT             0  conv_bit_float.spindleinhibitnot.out
    88  s32   OUT           100  conv_bit_float.spindleinhibitnot.time
    88  bit   IN          FALSE  conv_bit_float.warningsignal.in
    88  float OUT             0  conv_bit_float.warningsignal.out
    88  s32   OUT            36  conv_bit_float.warningsignal.time
    91  float IN              0  conv_flu32.atcstatusledout.in
    91  u32   OUT    0x00000000  conv_flu32.atcstatusledout.out
    91  bit   OUT         FALSE  conv_flu32.atcstatusledout.out-of-range
    91  s32   OUT            64  conv_flu32.atcstatusledout.time
    91  float IN              0  conv_flu32.ledgreen.in
    91  u32   OUT    0x00000000  conv_flu32.ledgreen.out
    91  bit   OUT         FALSE  conv_flu32.ledgreen.out-of-range
    91  s32   OUT            88  conv_flu32.ledgreen.time
   100  u32   IN     0x00000000  conv_u32b.atcstatusledout.in
   100  bit   OUT         FALSE  conv_u32b.atcstatusledout.out
   100  bit   OUT         FALSE  conv_u32b.atcstatusledout.out-of-range
   100  s32   OUT           196  conv_u32b.atcstatusledout.time
   100  u32   IN     0x00000000  conv_u32b.ledgreen.in
   100  bit   OUT         FALSE  conv_u32b.ledgreen.out
   100  bit   OUT         FALSE  conv_u32b.ledgreen.out-of-range
   100  s32   OUT            48  conv_u32b.ledgreen.time
    40  bit   IN           TRUE  groot-error.air-ok
    40  bit   IN          FALSE  groot-error.axis-fault-a
    40  bit   IN          FALSE  groot-error.axis-fault-x
    40  bit   IN          FALSE  groot-error.axis-fault-y1
    40  bit   IN          FALSE  groot-error.axis-fault-y2
    40  bit   IN          FALSE  groot-error.axis-fault-z
    40  bit   IN           TRUE  groot-error.ec-all-op <== ec-all-op
    40  bit   IN           TRUE  groot-error.ec-link-up <== ec-link-up
    40  u32   IN     0x00000010  groot-error.ec-slaves
    40  u32   IN     0x00000010  groot-error.ec-slaves-responding <== ec-slaves-responding
    40  bit   IN          FALSE  groot-error.emc-auto <== emc-auto
    40  bit   IN           TRUE  groot-error.emc-enable-in
    40  bit   OUT          TRUE  groot-error.emc-enable-out ==> emc-enable-groot-error
    40  bit   IN          FALSE  groot-error.emc-on <== machine-on
    40  bit   IN           TRUE  groot-error.estop-external <== DI-ESTOP-ext
    40  bit   IN           TRUE  groot-error.estop-pendant
    40  bit   IN          FALSE  groot-error.spindle-enable-in <== spindle-enable
    40  bit   IN          FALSE  groot-error.spindle-temp-err
    40  s32   OUT           112  groot-error.time
    40  bit   IN           TRUE  groot-error.tls-overtravel <== DI-CNC-tls-ot
    40  bit   IN          FALSE  groot-error.vfd-err <== vfd-error
    40  u32   IN     0x00000000  groot-error.vfd-error-code <== vfd-error-code
    10  bit   IN          FALSE  halui.abort
    10  float IN              0  halui.axis.a.analog
    10  float IN              0  halui.axis.a.increment
    10  bit   IN          FALSE  halui.axis.a.increment-minus
    10  bit   IN          FALSE  halui.axis.a.increment-plus
    10  bit   OUT         FALSE  halui.axis.a.is-selected
    10  bit   IN          FALSE  halui.axis.a.minus
    10  bit   IN          FALSE  halui.axis.a.plus
    10  float OUT             0  halui.axis.a.pos-commanded
    10  float OUT             0  halui.axis.a.pos-feedback ==> pdnt.axis.a.pos-feedback
    10  float OUT             0  halui.axis.a.pos-relative ==> pdnt.axis.a.pos-relative
    10  bit   IN          FALSE  halui.axis.a.select
    10  float IN              0  halui.axis.b.analog
    10  float IN              0  halui.axis.b.increment
    10  bit   IN          FALSE  halui.axis.b.increment-minus
    10  bit   IN          FALSE  halui.axis.b.increment-plus
    10  bit   IN          FALSE  halui.axis.b.minus
    10  bit   IN          FALSE  halui.axis.b.plus
    10  bit   IN          FALSE  halui.axis.b.select
    10  float IN              0  halui.axis.c.analog
    10  float IN              0  halui.axis.c.increment
    10  bit   IN          FALSE  halui.axis.c.increment-minus
    10  bit   IN          FALSE  halui.axis.c.increment-plus
    10  bit   IN          FALSE  halui.axis.c.minus
    10  bit   IN          FALSE  halui.axis.c.plus
    10  bit   IN          FALSE  halui.axis.c.select
    10  float IN            0.2  halui.axis.jog-deadband
    10  float IN              0  halui.axis.jog-speed <== jog-speed
    10  u32   OUT    0x00000000  halui.axis.selected
    10  float IN              0  halui.axis.selected.increment
    10  bit   IN          FALSE  halui.axis.selected.increment-minus
    10  bit   IN          FALSE  halui.axis.selected.increment-plus
    10  bit   IN          FALSE  halui.axis.selected.minus <== jog-selected-neg
    10  bit   IN          FALSE  halui.axis.selected.plus <== jog-selected-pos
    10  float IN              0  halui.axis.u.analog
    10  float IN              0  halui.axis.u.increment
    10  bit   IN          FALSE  halui.axis.u.increment-minus
    10  bit   IN          FALSE  halui.axis.u.increment-plus
    10  bit   IN          FALSE  halui.axis.u.minus
    10  bit   IN          FALSE  halui.axis.u.plus
    10  bit   IN          FALSE  halui.axis.u.select
    10  float IN              0  halui.axis.v.analog
    10  float IN              0  halui.axis.v.increment
    10  bit   IN          FALSE  halui.axis.v.increment-minus
    10  bit   IN          FALSE  halui.axis.v.increment-plus
    10  bit   IN          FALSE  halui.axis.v.minus
    10  bit   IN          FALSE  halui.axis.v.plus
    10  bit   IN          FALSE  halui.axis.v.select
    10  float IN              0  halui.axis.w.analog
    10  float IN              0  halui.axis.w.increment
    10  bit   IN          FALSE  halui.axis.w.increment-minus
    10  bit   IN          FALSE  halui.axis.w.increment-plus
    10  bit   IN          FALSE  halui.axis.w.minus
    10  bit   IN          FALSE  halui.axis.w.plus
    10  bit   IN          FALSE  halui.axis.w.select
    10  float IN              0  halui.axis.x.analog <== jog-x-analog
    10  float IN              0  halui.axis.x.increment
    10  bit   IN          FALSE  halui.axis.x.increment-minus
    10  bit   IN          FALSE  halui.axis.x.increment-plus
    10  bit   OUT          TRUE  halui.axis.x.is-selected
    10  bit   IN          FALSE  halui.axis.x.minus <== jog-x-neg
    10  bit   IN          FALSE  halui.axis.x.plus <== jog-x-pos
    10  float OUT             0  halui.axis.x.pos-commanded
    10  float OUT             0  halui.axis.x.pos-feedback ==> pdnt.axis.x.pos-feedback
    10  float OUT             0  halui.axis.x.pos-relative ==> pdnt.axis.x.pos-relative
    10  bit   IN          FALSE  halui.axis.x.select <== axis-select-x
    10  float IN              0  halui.axis.y.analog <== jog-y-analog
    10  float IN              0  halui.axis.y.increment
    10  bit   IN          FALSE  halui.axis.y.increment-minus
    10  bit   IN          FALSE  halui.axis.y.increment-plus
    10  bit   OUT         FALSE  halui.axis.y.is-selected
    10  bit   IN          FALSE  halui.axis.y.minus <== jog-y-neg
    10  bit   IN          FALSE  halui.axis.y.plus <== jog-y-pos
    10  float OUT             0  halui.axis.y.pos-commanded
    10  float OUT             0  halui.axis.y.pos-feedback ==> pdnt.axis.y.pos-feedback
    10  float OUT             0  halui.axis.y.pos-relative ==> pdnt.axis.y.pos-relative
    10  bit   IN          FALSE  halui.axis.y.select <== axis-select-y
    10  float IN              0  halui.axis.z.analog <== jog-z-analog
    10  float IN              0  halui.axis.z.increment
    10  bit   IN          FALSE  halui.axis.z.increment-minus
    10  bit   IN          FALSE  halui.axis.z.increment-plus
    10  bit   OUT         FALSE  halui.axis.z.is-selected
    10  bit   IN          FALSE  halui.axis.z.minus <== jog-z-neg
    10  bit   IN          FALSE  halui.axis.z.plus <== jog-z-pos
    10  float OUT             0  halui.axis.z.pos-commanded
    10  float OUT             0  halui.axis.z.pos-feedback ==> pdnt.axis.z.pos-feedback
    10  float OUT             0  halui.axis.z.pos-relative ==> pdnt.axis.z.pos-relative
    10  bit   IN          FALSE  halui.axis.z.select <== axis-select-z
    10  bit   IN          FALSE  halui.estop.activate
    10  bit   OUT         FALSE  halui.estop.is-activated
    10  bit   IN          FALSE  halui.estop.reset
    10  bit   IN           TRUE  halui.feed-override.count-enable
    10  s32   IN              0  halui.feed-override.counts
    10  bit   IN          FALSE  halui.feed-override.decrease <== pdnt.feed-override.decrease
    10  bit   IN          FALSE  halui.feed-override.direct-value
    10  bit   IN          FALSE  halui.feed-override.increase <== pdnt.feed-override.increase
    10  bit   IN          FALSE  halui.feed-override.reset
    10  float IN            0.1  halui.feed-override.scale
    10  float OUT             1  halui.feed-override.value ==> pdnt.feed-override.value
    10  bit   OUT         FALSE  halui.flood.is-on ==> pdnt.flood.is-on
    10  bit   IN          FALSE  halui.flood.off <== pdnt.flood.off
    10  bit   IN          FALSE  halui.flood.on <== pdnt.flood.on
    10  bit   IN          FALSE  halui.home-all
    10  float IN              0  halui.joint.0.analog
    10  bit   OUT         FALSE  halui.joint.0.has-fault
    10  bit   IN          FALSE  halui.joint.0.home
    10  float IN              0  halui.joint.0.increment
    10  bit   IN          FALSE  halui.joint.0.increment-minus
    10  bit   IN          FALSE  halui.joint.0.increment-plus
    10  bit   OUT         FALSE  halui.joint.0.is-homed ==> x-is-homed
    10  bit   OUT          TRUE  halui.joint.0.is-selected
    10  bit   IN          FALSE  halui.joint.0.minus
    10  bit   OUT         FALSE  halui.joint.0.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.0.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.0.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.0.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.0.override-limits
    10  bit   IN          FALSE  halui.joint.0.plus
    10  bit   IN          FALSE  halui.joint.0.select
    10  bit   IN          FALSE  halui.joint.0.unhome
    10  float IN              0  halui.joint.1.analog
    10  bit   OUT         FALSE  halui.joint.1.has-fault
    10  bit   IN          FALSE  halui.joint.1.home
    10  float IN              0  halui.joint.1.increment
    10  bit   IN          FALSE  halui.joint.1.increment-minus
    10  bit   IN          FALSE  halui.joint.1.increment-plus
    10  bit   OUT         FALSE  halui.joint.1.is-homed ==> y-is-homed
    10  bit   OUT         FALSE  halui.joint.1.is-selected
    10  bit   IN          FALSE  halui.joint.1.minus
    10  bit   OUT         FALSE  halui.joint.1.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.1.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.1.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.1.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.1.override-limits
    10  bit   IN          FALSE  halui.joint.1.plus
    10  bit   IN          FALSE  halui.joint.1.select
    10  bit   IN          FALSE  halui.joint.1.unhome
    10  float IN              0  halui.joint.2.analog
    10  bit   OUT         FALSE  halui.joint.2.has-fault
    10  bit   IN          FALSE  halui.joint.2.home
    10  float IN              0  halui.joint.2.increment
    10  bit   IN          FALSE  halui.joint.2.increment-minus
    10  bit   IN          FALSE  halui.joint.2.increment-plus
    10  bit   OUT         FALSE  halui.joint.2.is-homed ==> z-is-homed
    10  bit   OUT         FALSE  halui.joint.2.is-selected
    10  bit   IN          FALSE  halui.joint.2.minus
    10  bit   OUT         FALSE  halui.joint.2.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.2.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.2.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.2.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.2.override-limits
    10  bit   IN          FALSE  halui.joint.2.plus
    10  bit   IN          FALSE  halui.joint.2.select
    10  bit   IN          FALSE  halui.joint.2.unhome
    10  float IN              0  halui.joint.3.analog
    10  bit   OUT         FALSE  halui.joint.3.has-fault
    10  bit   IN          FALSE  halui.joint.3.home
    10  float IN              0  halui.joint.3.increment
    10  bit   IN          FALSE  halui.joint.3.increment-minus
    10  bit   IN          FALSE  halui.joint.3.increment-plus
    10  bit   OUT         FALSE  halui.joint.3.is-homed
    10  bit   OUT         FALSE  halui.joint.3.is-selected
    10  bit   IN          FALSE  halui.joint.3.minus
    10  bit   OUT         FALSE  halui.joint.3.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.3.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.3.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.3.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.3.override-limits
    10  bit   IN          FALSE  halui.joint.3.plus
    10  bit   IN          FALSE  halui.joint.3.select
    10  bit   IN          FALSE  halui.joint.3.unhome
    10  float IN              0  halui.joint.4.analog
    10  bit   OUT         FALSE  halui.joint.4.has-fault
    10  bit   IN          FALSE  halui.joint.4.home
    10  float IN              0  halui.joint.4.increment
    10  bit   IN          FALSE  halui.joint.4.increment-minus
    10  bit   IN          FALSE  halui.joint.4.increment-plus
    10  bit   OUT         FALSE  halui.joint.4.is-homed
    10  bit   OUT         FALSE  halui.joint.4.is-selected
    10  bit   IN          FALSE  halui.joint.4.minus
    10  bit   OUT         FALSE  halui.joint.4.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.4.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.4.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.4.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.4.override-limits
    10  bit   IN          FALSE  halui.joint.4.plus
    10  bit   IN          FALSE  halui.joint.4.select
    10  bit   IN          FALSE  halui.joint.4.unhome
    10  float IN            0.2  halui.joint.jog-deadband
    10  float IN              0  halui.joint.jog-speed
    10  u32   OUT    0x00000000  halui.joint.selected
    10  bit   OUT         FALSE  halui.joint.selected.has-fault
    10  bit   IN          FALSE  halui.joint.selected.home
    10  float IN              0  halui.joint.selected.increment
    10  bit   IN          FALSE  halui.joint.selected.increment-minus
    10  bit   IN          FALSE  halui.joint.selected.increment-plus
    10  bit   OUT         FALSE  halui.joint.selected.is-homed
    10  bit   IN          FALSE  halui.joint.selected.minus
    10  bit   OUT         FALSE  halui.joint.selected.on-hard-max-limit
    10  bit   OUT         FALSE  halui.joint.selected.on-hard-min-limit
    10  bit   OUT         FALSE  halui.joint.selected.on-soft-max-limit
    10  bit   OUT         FALSE  halui.joint.selected.on-soft-min-limit
    10  bit   OUT         FALSE  halui.joint.selected.override-limits
    10  bit   IN          FALSE  halui.joint.selected.plus
    10  bit   IN          FALSE  halui.joint.selected.unhome
    10  bit   OUT         FALSE  halui.lube.is-on
    10  bit   IN          FALSE  halui.lube.off
    10  bit   IN          FALSE  halui.lube.on
    10  bit   OUT         FALSE  halui.machine.is-on ==> machine-is-on
    10  bit   IN          FALSE  halui.machine.off
    10  bit   IN          FALSE  halui.machine.on
    10  float OUT             1  halui.machine.units-per-mm
    10  bit   IN           TRUE  halui.max-velocity.count-enable
    10  s32   IN              0  halui.max-velocity.counts
    10  bit   IN          FALSE  halui.max-velocity.decrease
    10  bit   IN          FALSE  halui.max-velocity.direct-value
    10  bit   IN          FALSE  halui.max-velocity.increase
    10  float IN              0  halui.max-velocity.scale
    10  float OUT           200  halui.max-velocity.value ==> pdnt.max-velocity.value
    10  bit   IN          FALSE  halui.mdi-command-00
    10  bit   IN          FALSE  halui.mdi-command-01 <== pdnt.macro-1
    10  bit   IN          FALSE  halui.mdi-command-02 <== pdnt.macro-2
    10  bit   IN          FALSE  halui.mdi-command-03 <== pdnt.button.safe-z
    10  bit   IN          FALSE  halui.mdi-command-04 <== pdnt.button.w-home
    10  bit   IN          FALSE  halui.mdi-command-05 <== pdnt.macro-5
    10  bit   IN          FALSE  halui.mdi-command-06 <== pdnt.macro-6
    10  bit   IN          FALSE  halui.mdi-command-07 <== pdnt.macro-7
